SampleIdx,F_990Hz,F_992Hz,F_994Hz,F_996Hz,F_998Hz,F_1000Hz,F_1002Hz,F_1004Hz,F_1006Hz,F_1008Hz,F_1010Hz
8384,3996.07,33164.36,10131.15,2950.74,253.34,46609.88,4218.78,3261.57,6327.95,3529.33,8553.10
8400,3958.22,32973.91,10043.32,2943.07,243.13,46740.66,4272.86,3203.60,6314.50,3485.20,8598.78
8416,3938.15,32536.92,9790.90,2875.52,210.47,47200.00,4434.76,3064.65,6232.42,3353.93,8674.30
8432,4001.01,31935.35,9377.12,2722.44,157.10,48059.19,4719.72,2858.53,6060.66,3132.70,8765.09
8448,4063.84,31174.47,8890.90,2583.15,110.49,48994.50,5054.78,2600.75,5967.26,2925.05,9026.49
8464,4144.10,30537.13,8478.49,2475.91,81.74,49782.93,5347.20,2381.62,5943.44,2782.81,9327.07
8480,4256.49,30104.49,8160.31,2379.07,63.44,50449.46,5591.20,2215.08,5931.89,2680.91,9584.03
8496,4402.72,29848.26,7909.36,2276.94,49.21,51074.82,5813.32,2080.35,5908.89,2592.02,9803.74
8512,4598.19,29784.51,7710.94,2148.04,34.48,51772.10,6051.62,1958.60,5840.21,2481.93,9999.96
8528,4733.92,29658.34,7539.14,2072.26,29.86,52243.69,6221.92,1860.93,5858.81,2443.35,10204.74
8544,4912.12,29438.43,7294.72,1990.17,30.72,52815.80,6435.98,1730.86,5952.16,2440.24,10516.77
8560,5098.86,29424.15,7131.73,1894.26,30.74,53399.65,6646.97,1621.73,5996.63,2417.46,10785.45
8576,5293.14,29290.50,6919.75,1821.48,39.73,53915.05,6839.83,1512.32,6132.71,2459.94,11076.29
8592,5451.63,29020.64,6692.88,1797.09,56.92,54196.29,6951.59,1436.44,6332.39,2563.83,11284.19
8608,5486.37,28628.13,6534.36,1854.47,74.73,53992.93,6886.06,1447.06,6493.32,2678.87,11244.40
8624,5560.16,28399.66,6402.56,1874.12,90.00,53965.25,6879.45,1439.72,6623.78,2766.28,11251.67
8640,5576.23,28384.48,6384.91,1872.21,91.94,53983.66,6886.03,1435.83,6641.31,2776.98,11259.65
8656,5624.54,28310.52,6324.15,1875.11,99.30,53987.49,6885.69,1433.71,6698.87,2816.19,11248.33
8672,5689.74,28238.23,6250.64,1875.28,108.57,54003.66,6888.03,1431.18,6768.28,2863.37,11230.24
8688,5777.46,28046.45,6132.87,1903.37,124.65,53866.73,6831.33,1457.54,6843.84,2921.56,11115.13
8704,5882.85,27897.04,6011.84,1921.94,142.49,53773.40,6787.78,1480.83,6927.63,2983.95,11002.02
8720,6064.76,27979.27,5867.28,1874.47,167.83,54019.27,6855.37,1460.36,7130.00,3119.60,10950.01
8736,6220.21,28211.64,5769.98,1799.07,191.53,54416.05,6976.60,1421.43,7354.03,3268.40,10937.84
8752,6245.93,28729.10,5825.10,1668.49,198.75,55141.11,7227.14,1325.06,7591.55,3422.49,11090.84
8768,6192.18,29188.97,5938.44,1560.52,198.27,55781.42,7458.67,1236.16,7774.18,3543.31,11259.86
8784,6114.81,29699.91,6076.83,1445.78,202.33,56490.22,7714.55,1147.21,7994.82,3693.34,11404.21
8800,6054.72,30282.87,6207.93,1320.84,220.60,57272.95,7987.10,1070.49,8282.66,3891.52,11461.13
8816,6011.59,30794.66,6311.92,1216.93,245.88,57932.06,8208.23,1023.49,8550.09,4075.71,11427.80
8832,5989.58,31129.04,6371.33,1152.98,267.20,58329.63,8334.12,1006.53,8720.33,4190.96,11357.35
8848,5945.05,31475.03,6449.87,1087.65,290.03,58753.46,8468.34,991.99,8900.16,4312.12,11264.86
8864,5837.30,31852.69,6590.48,1013.42,311.49,59304.38,8656.34,964.26,9120.68,4463.62,11182.67
8880,5667.33,32220.54,6792.13,936.39,330.65,59969.44,8897.16,924.41,9381.33,4646.08,11107.94
8896,5507.48,32473.36,6978.10,879.43,344.67,60538.77,9111.48,889.31,9607.23,4806.14,11044.72
8912,5364.65,32534.94,7139.21,851.91,344.31,60974.40,9298.84,847.19,9785.74,4940.92,11042.23
8928,5242.73,32570.35,7280.46,830.13,345.86,61361.41,9464.04,815.22,9948.28,5061.21,11013.20
8944,5098.89,32653.63,7453.20,798.06,356.55,61855.43,9659.01,791.91,10152.53,5202.61,10911.56
8960,4904.30,32779.93,7694.96,752.87,379.26,62548.47,9919.18,776.23,10429.87,5383.42,10716.31
8976,4672.35,33076.21,7986.34,683.52,428.75,63365.66,10178.37,799.02,10714.11,5538.67,10393.40
8992,4472.38,33404.67,8240.75,618.19,485.09,64042.64,10362.23,845.05,10912.67,5622.51,10086.74
9008,4249.08,33673.26,8546.66,557.72,549.15,64846.01,10594.23,898.66,11147.75,5721.29,9745.30
9024,4045.29,33939.85,8835.94,502.83,617.99,65564.48,10780.40,966.89,11321.37,5769.33,9437.48
9040,3902.35,34164.38,9040.69,462.11,674.14,66026.16,10873.77,1030.12,11391.11,5756.56,9243.12
9056,3742.56,34418.37,9275.64,417.75,742.16,66512.38,10952.75,1110.21,11426.97,5707.15,9061.30
9072,3592.75,34609.83,9515.62,380.99,810.45,67010.99,11039.61,1191.38,11459.58,5654.19,8899.86
9088,3467.69,35023.89,9651.84,335.14,871.22,67033.87,10916.06,1265.62,11280.39,5486.88,8952.74
9104,3353.97,35337.98,9796.97,298.85,929.01,67111.88,10827.34,1334.28,11131.77,5343.26,9005.06
9120,3290.50,35530.02,9873.21,278.60,961.15,67108.25,10757.39,1370.40,11028.11,5255.54,9064.22
9136,3255.88,35545.46,9947.34,271.13,983.56,67251.64,10773.10,1399.34,11010.41,5217.76,9054.22
9152,3239.49,35616.43,9958.58,265.29,990.35,67202.80,10736.85,1404.91,10969.08,5192.08,9089.80
9168,3310.06,35410.41,9885.11,286.07,962.33,67317.36,10847.17,1386.35,11097.91,5267.51,8977.52
9184,3312.01,35352.44,9910.46,287.21,969.29,67428.62,10877.33,1400.57,11104.16,5252.98,8964.65
9200,3312.49,35455.03,9855.76,286.72,954.19,67237.23,10834.34,1374.47,11106.96,5284.79,8972.37
9216,3271.30,35724.61,9811.53,275.84,942.97,66849.66,10709.27,1333.87,11064.20,5321.63,9024.95
9232,3212.06,35994.62,9810.59,261.20,943.72,66493.46,10574.68,1302.01,11003.39,5347.02,9089.17
9248,3062.68,36440.38,9943.87,223.12,984.27,65968.77,10295.62,1276.58,10812.92,5338.20,9269.14
9264,2976.43,36673.25,10041.88,201.41,1014.24,65687.45,10132.40,1266.21,10697.51,5333.05,9378.00
9280,2990.43,36540.83,10096.04,199.25,1034.19,65864.92,10136.67,1297.64,10627.16,5267.32,9449.43
9296,2995.48,36440.94,10159.10,194.87,1057.21,65987.14,10115.53,1324.37,10545.72,5210.61,9531.31
9312,3004.21,36486.28,10094.42,201.56,1036.32,65959.66,10157.68,1311.89,10607.91,5236.09,9476.21
9328,2991.87,36639.49,10004.82,208.69,1003.73,65823.33,10203.06,1281.83,10719.34,5296.24,9372.46
9344,2970.17,36759.10,9973.22,209.56,989.62,65698.22,10207.34,1260.99,10777.07,5337.86,9315.28
9360,2891.42,36955.27,10069.77,190.86,1006.22,65318.07,10077.85,1214.82,10809.19,5441.62,9240.33
9376,2829.24,37021.41,10242.43,166.24,1050.36,64984.89,9894.38,1181.09,10775.31,5533.89,9210.79
9392,2832.44,37078.75,10165.85,175.27,1026.95,65044.02,9965.26,1184.73,10812.04,5514.15,9202.18
9408,2815.18,37328.26,9954.43,201.31,956.75,65155.30,10177.43,1191.23,10940.42,5459.90,9171.80
9424,2732.49,37801.68,9761.08,226.43,875.94,65049.91,10403.35,1174.06,11162.93,5445.93,9078.83
9440,2535.95,38648.12,9637.59,248.20,782.48,64497.05,10650.84,1108.55,11590.26,5520.01,8847.69
9456,2327.53,39508.05,9591.19,270.73,707.30,63857.27,10885.78,1045.61,12037.56,5603.83,8631.53
9472,2124.06,40417.54,9514.62,311.81,627.28,63366.66,11208.09,1019.97,12456.00,5613.67,8528.01
9488,2030.55,40907.21,9414.80,347.46,576.08,63313.34,11440.80,1040.86,12604.52,5544.79,8579.83
9504,1952.45,41256.76,9406.31,367.01,549.81,63145.25,11583.26,1043.43,12750.53,5523.02,8588.89
9520,1893.82,41447.18,9495.15,367.70,548.72,62815.57,11632.70,1020.10,12927.77,5562.51,8530.29
9536,1806.69,41767.04,9597.15,378.50,538.55,62432.89,11763.10,1008.91,13151.22,5563.52,8525.47
9552,1747.17,41909.10,9813.26,370.98,556.49,61821.71,11818.07,969.74,13459.63,5629.83,8452.59
9568,1786.49,41636.67,9996.08,338.15,602.69,61372.08,11679.25,908.65,13658.02,5773.37,8285.33
9584,1856.26,41306.54,10032.13,310.68,637.65,61277.85,11496.97,864.64,13697.23,5900.00,8129.87
9600,1955.39,40867.45,10047.40,277.40,684.53,61204.25,11246.99,808.32,13745.86,6075.10,7920.17
9616,2074.71,40325.82,10158.79,235.24,755.22,60858.30,10983.88,732.43,13948.53,6289.39,7690.53
9632,2138.68,40056.86,10172.58,216.53,791.22,60754.15,10828.71,693.90,14038.88,6413.19,7558.95
9648,2217.72,39757.53,10095.42,199.36,833.26,60803.73,10585.30,646.22,14103.78,6602.93,7351.92
9664,2330.25,39346.60,9994.70,178.57,900.74,60812.47,10249.17,578.48,14254.28,6873.53,7080.13
9680,2406.90,39094.14,9869.04,170.33,954.67,60890.47,9968.84,526.96,14380.33,7108.16,6854.81
9696,2502.69,38757.48,9825.09,156.43,1024.73,60739.17,9724.73,471.83,14609.18,7304.64,6703.06
9712,2549.15,38589.94,9825.34,148.92,1059.97,60607.44,9629.95,447.06,14738.46,7373.80,6665.45
9728,2586.42,38434.95,9908.33,138.19,1077.96,60379.18,9655.17,441.56,14813.36,7329.36,6731.98
9744,2675.02,38087.84,10062.77,117.23,1122.71,59916.83,9687.89,429.02,14971.64,7248.10,6862.24
9760,2806.40,37604.59,10171.19,94.09,1213.51,59324.07,9610.73,392.15,15284.38,7222.72,6991.05
9776,2991.45,36963.40,10212.30,73.15,1377.73,58510.32,9389.12,325.24,15846.28,7257.07,7162.08
9792,3198.24,36283.16,10283.47,60.17,1565.75,57568.62,9220.80,275.54,16425.41,7218.06,7437.68
9808,3361.11,35775.74,10332.89,59.02,1727.48,56794.35,9112.77,248.58,16883.14,7152.00,7707.74
9824,3451.69,35517.36,10296.32,69.13,1858.71,56273.83,8991.36,227.50,17265.71,7123.45,7918.57
9840,3491.68,35416.71,10233.73,81.78,1952.92,55942.98,8892.96,213.93,17547.43,7104.92,8078.61
9856,3494.01,35421.18,10178.00,90.61,1999.02,55804.54,8835.20,207.11,17690.98,7096.51,8161.03
9872,3566.27,35197.00,10256.74,89.48,2049.11,55471.98,8909.99,221.83,17704.21,6979.85,8271.79
9888,3593.47,35114.50,10264.48,93.52,2091.87,55256.58,8928.83,228.26,17755.75,6910.50,8359.43
9904,3562.57,35213.12,10168.65,106.67,2143.14,55114.88,8863.24,223.49,17916.49,6876.71,8476.52
9920,3488.56,35447.09,10010.63,124.97,2190.15,55061.62,8744.71,212.06,18138.12,6869.49,8608.26
9936,3420.92,35661.93,9913.70,131.16,2173.75,55251.62,8644.06,196.92,18249.67,6933.86,8624.63
9952,3407.30,35709.48,9914.00,127.32,2139.34,55427.89,8615.14,189.18,18244.83,6994.01,8578.97
9968,3442.30,35625.34,10014.91,110.31,2047.49,55820.77,8606.19,176.92,18153.89,7147.52,8426.19
9984,3497.25,35526.52,10156.50,90.09,1905.11,56504.75,8543.03,154.11,18111.95,7417.19,8244.69
10000,3668.01,35057.48,10464.66,62.50,1788.14,56927.30,8653.05,156.70,17856.77,7657.99,7965.47
10016,3859.64,34502.95,10790.21,39.93,1714.68,57122.38,8832.29,174.08,17549.67,7850.58,7691.40
10032,4004.26,34105.55,11033.06,26.59,1651.55,57363.12,8932.40,184.04,17383.59,8035.04,7515.92
10048,4117.69,33788.80,11222.72,18.15,1609.04,57532.70,9013.92,193.51,17264.32,8183.81,7390.32
10064,4334.43,33235.62,11572.40,7.65,1507.22,58058.29,9071.76,199.51,17209.29,8497.83,7264.54
10080,4526.49,32784.98,11870.28,4.06,1410.09,58626.98,9062.52,199.03,17273.27,8771.79,7237.97
10096,4730.70,32326.25,12178.70,5.45,1308.67,59273.45,9014.78,195.75,17423.63,9040.99,7282.59
10112,4919.98,31850.44,12484.38,9.11,1236.75,59761.82,9032.31,204.41,17505.17,9302.93,7299.03
10128,5003.28,31591.65,12643.34,11.04,1216.98,59915.62,9095.56,217.94,17487.72,9461.11,7273.91
10144,5041.17,31410.57,12749.22,11.87,1219.68,59928.24,9191.64,235.76,17419.22,9598.02,7224.80
10160,5041.96,31280.97,12823.09,12.25,1241.22,59833.64,9333.58,261.35,17299.08,9757.73,7148.94
10176,5034.06,31189.82,12878.53,13.48,1260.56,59762.12,9450.37,283.33,17215.44,9898.42,7102.93
10192,4967.07,31286.59,12818.16,11.87,1299.54,59527.07,9566.59,303.46,17073.89,9977.68,7018.79
10208,4806.54,31665.29,12582.41,6.70,1382.07,58963.29,9740.38,332.55,16772.35,10019.54,6828.12
10224,4685.64,32030.36,12355.67,3.21,1447.09,58493.21,9853.15,352.77,16525.13,10019.10,6666.90
10240,4624.13,32249.25,12219.63,1.90,1484.21,58220.88,9915.18,365.04,16380.55,10021.61,6573.51
10256,4707.63,32042.20,12341.61,2.30,1436.19,58515.35,9799.77,342.75,16532.78,9943.68,6654.27
10272,4893.68,31545.14,12640.66,6.53,1329.10,59199.00,9536.95,293.96,16875.48,9747.26,6822.34
10288,5100.96,31007.45,12968.08,15.69,1215.87,59930.70,9239.00,242.76,17220.30,9491.78,6964.09
10304,5208.72,30641.11,13209.61,25.24,1146.45,60457.92,9062.71,213.74,17489.76,9349.85,7092.08
10320,5248.17,30473.02,13327.03,30.70,1115.06,60720.36,8981.09,200.64,17629.78,9280.66,7158.98
10336,5288.58,30215.40,13519.49,40.92,1066.98,61160.21,8851.29,180.39,17865.35,9161.55,7263.82
10352,5332.77,30002.06,13675.20,50.13,1026.08,61507.14,8732.69,163.11,18026.50,9041.44,7312.53
10368,5267.60,29933.78,13781.74,59.12,1008.57,61861.73,8674.22,153.78,18292.71,8973.71,7459.86
10384,5233.76,29729.05,13993.32,77.12,962.76,62438.38,8518.96,133.19,18607.79,8794.74,7565.88
10400,5123.74,29614.61,14199.73,101.84,926.27,63136.41,8360.46,115.23,19043.75,8585.67,7727.35
10416,5016.78,29589.68,14333.52,123.31,906.51,63671.19,8244.36,104.81,19387.76,8416.05,7843.64
10432,4883.76,29572.63,14501.45,153.83,881.87,64346.91,8084.98,92.87,19775.70,8186.65,7932.81
10448,4661.99,29696.20,14661.67,199.31,870.68,65232.13,7897.69,86.16,20325.73,7880.22,8057.61
10464,4465.87,29906.22,14728.27,237.34,880.08,65887.88,7775.97,88.73,20771.55,7645.47,8157.01
10480,4324.85,30045.17,14804.36,271.50,881.76,66436.23,7656.17,89.87,21075.86,7446.49,8178.74
10496,4257.43,30079.87,14878.86,293.20,873.79,66771.49,7566.10,87.64,21195.49,7330.16,8143.90
10512,4204.22,30022.58,15027.40,320.60,846.69,67171.98,7431.90,79.18,21221.75,7213.02,8034.61
10528,4176.54,29923.35,15176.56,342.67,816.58,67465.84,7320.34,70.10,21170.80,7148.32,7923.79
10544,4172.15,29723.18,15386.79,365.51,770.94,67711.66,7204.59,57.19,21001.01,7139.95,7789.63
10560,4131.75,29449.96,15744.28,412.80,697.39,68187.44,6998.57,37.83,20703.73,7134.56,7558.31
10576,4006.30,29424.00,16024.10,474.33,647.30,68868.85,6760.53,25.30,20525.54,7055.98,7311.02
10592,3907.47,29424.96,16232.90,523.30,611.59,69367.62,6588.55,18.03,20363.73,7025.00,7135.72
10608,3794.04,29511.00,16395.10,573.13,586.18,69885.88,6420.02,13.83,20225.24,6989.75,6965.50
10624,3696.43,29834.71,16287.95,594.44,612.08,70312.27,6313.36,18.85,20355.56,6836.68,6827.58
10640,3723.13,30030.74,16036.90,567.24,662.85,70263.45,6359.37,28.86,20652.28,6678.67,6819.01
10656,3687.96,30330.95,15841.19,569.59,705.24,70535.12,6303.37,38.63,20833.98,6524.89,6703.95
10672,3560.08,30698.07,15808.19,616.93,714.39,71160.01,6123.59,41.66,20735.16,6477.89,6518.95
10688,3454.09,31098.15,15722.14,660.97,735.12,71780.82,5950.47,48.50,20652.22,6429.86,6334.50
10704,3319.70,31637.83,15622.34,727.18,760.33,72628.16,5713.98,58.70,20462.09,6426.18,6116.91
10720,3157.56,32245.79,15577.86,818.48,776.27,73601.41,5442.47,69.54,20118.82,6522.67,5940.28
10736,3023.23,32821.21,15532.92,908.43,794.35,74494.78,5199.95,82.78,19766.32,6654.60,5821.86
10752,2883.38,33500.37,15485.66,1020.60,817.37,75520.23,4930.11,101.36,19314.62,6860.09,5746.09
10768,2798.60,34075.08,15404.47,1113.51,848.63,76376.46,4713.06,122.53,18945.69,7042.09,5703.04
10784,2756.74,34458.62,15336.27,1175.91,873.41,76943.95,4573.22,138.56,18695.16,7175.77,5694.51
10800,2746.59,34813.07,15224.61,1229.94,907.18,77495.98,4439.58,157.24,18463.85,7304.24,5689.80
10816,2745.34,35163.23,15109.84,1285.42,941.97,78046.28,4309.37,176.57,18220.46,7448.30,5709.82
10832,2731.22,35418.34,15068.52,1331.71,956.89,78401.95,4229.25,186.35,18031.45,7568.73,5766.15
10848,2736.82,35782.08,14968.77,1396.54,987.03,78941.95,4110.38,203.01,17756.27,7748.15,5859.38
10864,2753.37,36252.57,14845.55,1484.58,1024.03,79612.11,3971.42,222.66,17407.72,7982.58,6015.35
10880,2811.31,36617.15,14663.73,1552.68,1076.39,80270.55,3832.97,248.91,17091.22,8200.67,6148.09
10896,2887.67,36929.52,14465.47,1614.28,1133.20,80909.07,3702.01,276.58,16791.52,8411.90,6287.54
10912,2908.47,37492.44,14404.76,1733.79,1152.54,81463.67,3624.72,283.21,16509.02,8607.86,6521.98
10928,2956.39,38099.96,14317.14,1868.08,1180.62,82069.46,3550.92,292.37,16229.33,8803.56,6776.52
10944,3028.76,38631.33,14201.07,1991.67,1217.99,82658.02,3483.08,305.70,15982.84,8978.85,7008.99
10960,3013.74,38897.59,14265.81,2047.79,1201.04,82657.53,3516.10,294.42,16004.14,8957.90,7050.46
10976,2886.34,38963.81,14558.61,2040.02,1119.47,82011.20,3655.34,257.02,16296.05,8743.49,6885.22
10992,2766.35,38911.79,14820.23,2005.13,1051.76,81397.27,3766.90,231.98,16543.19,8574.70,6717.97
11008,2576.23,38778.58,15241.79,1934.26,951.86,80404.33,3933.05,203.82,16912.00,8344.24,6449.18
11024,2366.97,38661.71,15738.16,1858.21,846.93,79281.46,4118.17,184.82,17302.54,8128.67,6166.98
11040,2241.06,38630.79,16061.57,1817.31,785.21,78584.17,4233.14,179.67,17528.16,8021.66,6010.73
11056,2134.40,38620.43,16349.46,1782.08,735.91,77994.55,4324.51,181.84,17689.71,7965.49,5903.25
11072,2055.85,38689.11,16597.28,1766.73,693.37,77492.73,4409.12,184.01,17831.24,7919.05,5818.20
11088,1979.31,38826.80,16880.29,1759.37,645.55,76919.59,4508.29,189.05,17984.87,7880.35,5734.74
11104,1969.96,39294.88,17135.04,1827.78,580.97,76255.69,4682.98,176.43,18306.87,7720.37,5562.97
11120,1941.89,39735.42,17460.46,1878.66,515.83,75493.30,4854.19,179.32,18578.54,7633.71,5436.88
11136,1889.45,40208.33,17917.74,1914.81,444.10,74534.55,5034.36,203.96,18792.28,7646.59,5375.99
11152,1862.72,40667.04,18316.59,1956.02,386.45,73706.87,5189.99,232.58,18949.05,7691.56,5357.45
11168,1855.94,41171.36,18716.48,2006.73,332.81,72873.88,5345.40,269.18,19073.07,7775.85,5377.63
11184,1889.17,41805.30,19114.41,2089.96,276.69,71956.80,5536.00,311.89,19234.47,7866.05,5404.40
11200,1917.58,42262.31,19413.62,2146.48,241.80,71318.56,5656.64,349.92,19289.14,7975.26,5467.71
11216,1859.37,42358.20,19728.99,2101.41,240.86,71120.02,5601.56,387.60,19027.47,8180.03,5637.75
11232,1788.61,42513.95,20179.64,2039.16,246.89,70901.16,5505.91,442.19,18621.95,8470.60,5884.87
11248,1785.01,42825.98,20540.08,2037.50,241.59,70550.12,5492.75,492.22,18379.00,8694.63,6070.92
11264,1805.36,42994.53,20644.80,2056.34,234.66,70367.97,5514.98,509.15,18339.52,8758.47,6121.60
11280,1793.60,43067.38,20788.53,2037.02,241.35,70365.91,5468.73,521.56,18206.82,8818.35,6172.32
11296,1760.65,43125.43,21026.65,1984.68,261.90,70506.08,5351.93,534.14,17961.41,8882.32,6226.43
11312,1751.03,43335.77,21371.13,1942.29,284.37,70572.32,5224.49,559.71,17644.57,8984.10,6308.69
11328,1753.23,43565.11,21703.71,1906.25,308.67,70659.40,5101.46,582.04,17362.48,9054.67,6361.16
11344,1748.75,43728.45,21998.36,1860.00,339.26,70868.94,4966.37,591.80,17137.49,9058.95,6354.60
11360,1752.99,43841.57,22169.48,1836.19,357.36,70995.39,4891.26,595.50,17029.10,9046.16,6336.37
11376,1756.02,43953.76,22361.21,1802.73,381.61,71202.25,4797.37,593.21,16935.58,8997.82,6285.73
11392,1752.04,44006.41,22501.52,1767.21,404.19,71436.16,4719.62,583.21,16908.44,8926.08,6218.88
11408,1720.47,43878.24,22491.51,1729.55,416.73,71665.57,4697.31,560.96,17011.87,8846.52,6158.97
11424,1632.89,43454.87,22319.92,1661.82,428.75,72040.15,4724.10,514.88,17311.64,8730.47,6092.19
11440,1542.31,43001.41,22120.74,1599.31,438.66,72365.35,4779.96,474.98,17622.23,8657.80,6070.76
11456,1486.61,42664.47,21849.76,1609.34,416.38,72196.77,4907.76,479.40,17735.84,8768.47,6191.72
11472,1364.29,41962.50,21381.98,1597.81,393.86,72072.40,5132.38,480.92,18000.49,8948.32,6403.12
11488,1259.63,41349.82,20984.89,1591.81,378.22,71932.66,5340.91,494.11,18193.27,9147.23,6621.43
11504,1156.88,40720.80,20551.23,1609.10,356.80,71628.39,5579.27,529.90,18288.13,9420.55,6888.89
11520,1040.91,40030.39,20190.70,1575.88,364.85,71633.60,5822.33,552.73,18528.37,9676.93,7170.50
11536,952.85,39493.94,19958.74,1529.71,386.74,71760.25,6024.81,571.89,18765.10,9898.36,7420.82
11552,871.46,38977.34,19853.02,1425.89,446.79,72256.78,6249.39,581.87,19189.63,10142.34,7735.07
11568,822.68,38611.71,19866.11,1310.98,524.84,72882.55,6461.32,594.45,19643.61,10389.91,8060.83
11584,801.36,38391.28,19903.26,1230.47,588.16,73327.01,6635.42,616.36,19949.85,10615.05,8330.97
11600,838.53,38528.82,20178.44,1123.35,669.57,74078.40,6715.86,610.30,20371.63,10743.90,8553.55
11616,906.60,38870.52,20544.17,1024.51,747.28,74873.55,6730.96,591.85,20794.22,10810.42,8729.05
11632,963.91,39141.93,20826.22,951.54,811.00,75469.20,6768.54,589.05,21104.50,10910.88,8901.48
11648,1039.16,39502.90,21170.43,871.17,887.14,76160.16,6818.88,591.95,21454.31,11053.29,9120.27
11664,1151.61,40037.52,21655.32,768.36,995.64,77098.01,6901.57,606.12,21914.50,11281.69,9439.44
11680,1243.18,40396.31,22015.42,686.79,1094.09,77766.84,7053.94,648.70,22195.01,11568.63,9738.41
11696,1355.76,40856.55,22440.56,602.41,1207.19,78513.33,7227.17,702.81,22483.52,11901.00,10067.01
11712,1507.75,41548.77,23017.70,508.45,1349.43,79513.27,7404.85,765.63,22878.56,12294.34,10469.71
11728,1652.93,42187.03,23544.54,430.04,1485.83,80375.34,7602.17,839.97,23166.55,12682.72,10820.53
11744,1816.74,42920.39,24133.58,353.11,1640.68,81314.34,7830.62,931.78,23446.95,13120.90,11189.64
11760,1994.59,43720.16,24764.54,281.28,1810.62,82285.67,8089.93,1040.78,23692.12,13590.09,11550.44
11776,2117.22,44358.43,25244.23,237.69,1936.02,83085.58,8252.07,1118.51,23924.03,13937.30,11830.21
11792,2249.48,45069.97,25775.06,195.91,2078.72,83963.66,8444.37,1212.88,24142.81,14324.46,12113.43
11808,2371.52,45565.43,26162.52,162.09,2192.47,84384.27,8667.11,1301.56,24073.84,14562.22,12179.89
11824,2496.18,46012.61,26515.37,131.81,2298.70,84628.16,8903.48,1387.72,23877.38,14720.44,12137.99
11840,2620.80,46598.52,26961.69,103.30,2430.91,85138.66,9148.59,1490.26,23781.47,14959.86,12168.06
11856,2681.70,46927.54,27210.43,90.07,2505.29,85453.58,9279.85,1547.66,23737.88,15091.53,12182.67
11872,2635.97,46816.80,27125.51,97.69,2481.80,85528.31,9211.91,1531.29,23874.35,15122.84,12268.77
11888,2639.30,46977.94,27251.01,94.15,2523.85,85836.98,9271.16,1567.12,23916.90,15240.54,12318.13
11904,2666.54,47203.84,27426.04,86.61,2579.13,86078.27,9369.94,1609.79,23855.54,15310.52,12289.55
11920,2645.85,47282.45,27498.25,87.32,2611.48,86388.66,9414.08,1643.21,23912.96,15430.00,12340.58
11936,2657.55,47562.77,27729.40,80.80,2693.26,86799.16,9558.51,1709.56,23825.88,15531.50,12286.95
11952,2648.77,47760.65,27906.35,78.56,2764.63,87209.68,9684.99,1772.48,23761.89,15635.21,12242.14
11968,2644.43,47866.76,28001.96,77.41,2802.44,87400.52,9752.09,1802.87,23712.01,15667.30,12204.86
11984,2633.04,47900.38,28040.54,78.14,2822.49,87534.84,9787.93,1822.06,23696.17,15698.26,12190.89
12000,2603.43,47718.23,27901.77,85.01,2786.03,87543.02,9720.88,1811.24,23833.71,15781.53,12290.08
12016,2562.24,47456.49,27704.53,95.77,2738.58,87600.55,9639.43,1806.11,24021.24,15921.40,12417.75
12032,2534.11,47121.60,27430.25,109.35,2661.20,87560.08,9506.24,1787.47,24283.77,16096.66,12597.43
12048,2495.80,46822.67,27204.90,123.68,2613.74,87678.81,9438.32,1797.76,24464.19,16268.58,12699.07
12064,2412.42,46364.99,26899.03,148.79,2581.83,88116.07,9429.74,1857.44,24615.57,16518.71,12730.86
12080,2380.00,46147.75,26748.53,161.16,2563.25,88294.78,9419.83,1882.83,24688.89,16630.41,12747.14
12096,2342.27,45920.52,26602.17,174.64,2556.34,88545.14,9441.21,1920.65,24708.59,16718.16,12713.23
12112,2314.92,45713.41,26461.89,187.35,2546.27,88755.92,9455.49,1953.86,24730.27,16797.51,12682.97
12128,2340.40,45879.42,26566.42,176.78,2543.35,88519.08,9413.24,1915.57,24770.11,16763.90,12760.39
12144,2351.13,46071.67,26716.34,164.37,2559.51,88304.03,9396.25,1876.69,24769.73,16693.09,12828.14
12160,2326.32,46264.86,26926.12,150.77,2614.25,88175.95,9438.33,1841.82,24677.01,16543.05,12865.47
12176,2313.75,46346.12,27019.70,144.82,2638.21,88100.25,9450.39,1822.18,24652.61,16484.60,12902.92
12192,2311.20,46706.64,27331.59,123.40,2675.55,87661.55,9398.26,1743.45,24736.69,16432.83,13099.15
12208,2334.08,47025.83,27557.21,107.37,2673.52,87222.01,9297.11,1679.58,24913.41,16501.00,13283.07
12224,2332.76,47461.52,27926.80,85.50,2702.45,86627.45,9185.68,1586.03,25134.76,16567.23,13555.63
12240,2319.70,47681.70,28139.22,74.53,2727.86,86306.58,9130.59,1533.47,25260.81,16608.23,13715.42
12256,2305.50,47865.76,28323.51,65.65,2748.64,86015.61,9074.12,1487.97,25393.56,16670.52,13856.64
12272,2275.36,48008.37,28508.80,57.91,2782.82,85748.53,9032.11,1441.38,25516.85,16724.10,14004.14
12288,2220.73,48145.73,28748.73,49.45,2840.45,85412.25,8986.40,1378.30,25683.74,16799.85,14208.75
12304,2194.25,47984.98,28691.77,53.25,2876.15,85542.84,9049.93,1373.93,25616.91,16726.38,14255.30
12320,2216.46,47818.84,28514.92,60.52,2865.97,85830.48,9124.64,1405.98,25464.43,16615.73,14185.85
